LineId,Process,Content,EventId,EventTemplate,ParameterList,Timestamp
18,dnsmasq[3468],reply 3x6-.601-.TtfFB8j218UXwO8pVc68oxPnxxXW/9Otff-.Sipro*dGQOOMDr0IY1r2WRpfKdpesdSo9G-.i0rOSwEM5h8DYTFzpxaiOTWPKRKJaPZ4Yt-.ynQPRqKPCFFdlw6fN6NAz3VT516DMTVkCG-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.601-.TtfFB8j218UXwO8pVc68oxPnxxXW/9Otff-.Sipro*dGQOOMDr0IY1r2WRpfKdpesdSo9G-.i0rOSwEM5h8DYTFzpxaiOTWPKRKJaPZ4Yt-.ynQPRqKPCFFdlw6fN6NAz3VT516DMTVkCG-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/21 00:01:31
19,dnsmasq[3468],query[A] 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/21 00:01:44
20,dnsmasq[3468],forwarded 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/21 00:01:44
21,dnsmasq[3468],reply 3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.602-.OgEWPzRasaBfzw*1YgPwvfpK5ndYxfeL6t-.AAWCJrJfzqWHDvNtdSStYg3cnHaa0NHOxM-.26JBAO6h3xFvABN5REohh3RObsbew4lIQs-.XDxHdPvCAsmEqutMHFanKav*p1u36CvjZ4-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/21 00:01:44
22,dnsmasq[3468],query[A] 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/21 00:02:03
23,dnsmasq[3468],forwarded 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/21 00:02:03
24,dnsmasq[3468],reply 3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.603-.JAiihufiH6QIEbwkSuO95WxdELeD1lhhZM-.d9flhBVmZjVw*hHY4zQbeBvDhO7Rkx310e-.qpg3bNc2PfFMkhRJ5fHiwXm/77ZJqwhnpT-.wB1zoS/YSaMDXtmgJxN1OFHSuQqg51iWtQ-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/21 00:02:03
25,dnsmasq[3468],query[A] 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/21 00:02:18
26,dnsmasq[3468],forwarded 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/21 00:02:18
27,dnsmasq[3468],reply 3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.604-.MjQIsKRLJeIf3y1wM8tvXuGtFrV3H9WyLp-.FM74lLN5B5lFdxKv/oKEQF1IcKHe4qnp15-.myRWf8hQktgRZYoYMN84ec*T7Tx4Cu0F*5-.Atajwu7v2GXv2WXGRPV6jPKi6tEHcp72sD-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/21 00:02:18
28,dnsmasq[3468],query[TXT] current.cvd.clamav.net from 172.19.130.4,614e0e47,query[TXT] current.cvd.clamav.net from <*>,['172.19.130.4'],2022/01/21 00:02:27
29,dnsmasq[3468],forwarded current.cvd.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['current.cvd.clamav.net', '192.168.231.254']",2022/01/21 00:02:27
30,dnsmasq[3468],reply current.cvd.clamav.net is 0.103.5:62:26428:1642717740:1:90:49192:333,a1c209ec,reply <*> is <*>,"['current.cvd.clamav.net', '0.103.5:62:26428:1642717740:1:90:49192:333']",2022/01/21 00:02:27
31,dnsmasq[3468],query[A] db.local.clamav.net from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['db.local.clamav.net', '172.19.130.4']",2022/01/21 00:02:27
32,dnsmasq[3468],forwarded db.local.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['db.local.clamav.net', '192.168.231.254']",2022/01/21 00:02:27
33,dnsmasq[3468],query[AAAA] db.local.clamav.net from 172.19.130.4,ac9e4dd7,query[AAAA] db.local.clamav.net from <*>,['172.19.130.4'],2022/01/21 00:02:27
34,dnsmasq[3468],forwarded db.local.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['db.local.clamav.net', '192.168.231.254']",2022/01/21 00:02:27
35,dnsmasq[3468],reply db.local.clamav.net is <CNAME>,a1c209ec,reply <*> is <*>,"['db.local.clamav.net', '<CNAME>']",2022/01/21 00:02:27
36,dnsmasq[3468],reply db.local.clamav.net.cdn.cloudflare.net is 104.16.219.84,a1c209ec,reply <*> is <*>,"['db.local.clamav.net.cdn.cloudflare.net', '104.16.219.84']",2022/01/21 00:02:27
37,dnsmasq[3468],reply db.local.clamav.net.cdn.cloudflare.net is 104.16.218.84,a1c209ec,reply <*> is <*>,"['db.local.clamav.net.cdn.cloudflare.net', '104.16.218.84']",2022/01/21 00:02:27
38,dnsmasq[3468],reply db.local.clamav.net is <CNAME>,a1c209ec,reply <*> is <*>,"['db.local.clamav.net', '<CNAME>']",2022/01/21 00:02:27
39,dnsmasq[3468],reply db.local.clamav.net.cdn.cloudflare.net is 2606:4700::6810:da54,a1c209ec,reply <*> is <*>,"['db.local.clamav.net.cdn.cloudflare.net', '2606:4700::6810:da54']",2022/01/21 00:02:27
40,dnsmasq[3468],reply db.local.clamav.net.cdn.cloudflare.net is 2606:4700::6810:db54,a1c209ec,reply <*> is <*>,"['db.local.clamav.net.cdn.cloudflare.net', '2606:4700::6810:db54']",2022/01/21 00:02:27
41,dnsmasq[3468],query[A] main.0.93.0.0.6810DA54.ping.clamav.net from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['main.0.93.0.0.6810DA54.ping.clamav.net', '172.19.130.4']",2022/01/21 00:02:27
42,dnsmasq[3468],forwarded main.0.93.0.0.6810DA54.ping.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['main.0.93.0.0.6810DA54.ping.clamav.net', '192.168.231.254']",2022/01/21 00:02:27
43,dnsmasq[3468],reply main.0.93.0.0.6810DA54.ping.clamav.net is 12.167.151.33,a1c209ec,reply <*> is <*>,"['main.0.93.0.0.6810DA54.ping.clamav.net', '12.167.151.33']",2022/01/21 00:02:27
44,dnsmasq[3468],query[TXT] current.cvd.clamav.net from 172.19.130.4,614e0e47,query[TXT] current.cvd.clamav.net from <*>,['172.19.130.4'],2022/01/21 00:02:32
45,dnsmasq[3468],forwarded current.cvd.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['current.cvd.clamav.net', '192.168.231.254']",2022/01/21 00:02:32
46,dnsmasq[3468],reply current.cvd.clamav.net is 0.103.5:62:26428:1642717740:1:90:49192:333,a1c209ec,reply <*> is <*>,"['current.cvd.clamav.net', '0.103.5:62:26428:1642717740:1:90:49192:333']",2022/01/21 00:02:32
47,dnsmasq[3468],query[A] db.local.clamav.net from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['db.local.clamav.net', '172.19.130.4']",2022/01/21 00:02:32
48,dnsmasq[3468],forwarded db.local.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['db.local.clamav.net', '192.168.231.254']",2022/01/21 00:02:32
49,dnsmasq[3468],query[AAAA] db.local.clamav.net from 172.19.130.4,ac9e4dd7,query[AAAA] db.local.clamav.net from <*>,['172.19.130.4'],2022/01/21 00:02:32
50,dnsmasq[3468],forwarded db.local.clamav.net to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['db.local.clamav.net', '192.168.231.254']",2022/01/21 00:02:32
