LineId,Process,Content,EventId,EventTemplate,ParameterList,Timestamp
17,dnsmasq[3326],reply s.pstatic.net is <CNAME>,a1c209ec,reply <*> is <*>,"['s.pstatic.net', '<CNAME>']",2022/01/20 23:54:42
18,dnsmasq[3326],reply s.pstatic.net.nheos.com is <CNAME>,a1c209ec,reply <*> is <*>,"['s.pstatic.net.nheos.com', '<CNAME>']",2022/01/20 23:54:42
19,dnsmasq[3326],reply s.pstatic.net.edgekey.net is <CNAME>,a1c209ec,reply <*> is <*>,"['s.pstatic.net.edgekey.net', '<CNAME>']",2022/01/20 23:54:42
20,dnsmasq[3326],reply e6410.d.akamaiedge.net is 23.47.212.207,a1c209ec,reply <*> is <*>,"['e6410.d.akamaiedge.net', '23.47.212.207']",2022/01/20 23:54:42
21,dnsmasq[3326],query[A] tivan.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['tivan.naver.com', '192.168.230.4']",2022/01/20 23:54:42
22,dnsmasq[3326],forwarded tivan.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['tivan.naver.com', '8.8.8.8']",2022/01/20 23:54:42
23,dnsmasq[3326],query[AAAA] tivan.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['tivan.naver.com', '192.168.230.4']",2022/01/20 23:54:42
24,dnsmasq[3326],forwarded tivan.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['tivan.naver.com', '8.8.8.8']",2022/01/20 23:54:42
25,dnsmasq[3326],query[A] siape.veta.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['siape.veta.naver.com', '192.168.230.4']",2022/01/20 23:54:42
26,dnsmasq[3326],forwarded siape.veta.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['siape.veta.naver.com', '8.8.8.8']",2022/01/20 23:54:42
27,dnsmasq[3326],query[AAAA] siape.veta.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['siape.veta.naver.com', '192.168.230.4']",2022/01/20 23:54:42
28,dnsmasq[3326],forwarded siape.veta.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['siape.veta.naver.com', '8.8.8.8']",2022/01/20 23:54:42
29,dnsmasq[3326],reply siape.veta.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com', '<CNAME>']",2022/01/20 23:54:42
30,dnsmasq[3326],reply siape.veta.naver.com.nheos.com is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com.nheos.com', '<CNAME>']",2022/01/20 23:54:42
31,dnsmasq[3326],reply siape.veta.naver.com.edgekey.net is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com.edgekey.net', '<CNAME>']",2022/01/20 23:54:42
32,dnsmasq[3326],reply e6030.a.akamaiedge.net is 23.47.212.196,a1c209ec,reply <*> is <*>,"['e6030.a.akamaiedge.net', '23.47.212.196']",2022/01/20 23:54:42
33,dnsmasq[3326],reply siape.veta.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com', '<CNAME>']",2022/01/20 23:54:42
34,dnsmasq[3326],reply siape.veta.naver.com.nheos.com is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com.nheos.com', '<CNAME>']",2022/01/20 23:54:42
35,dnsmasq[3326],reply siape.veta.naver.com.edgekey.net is <CNAME>,a1c209ec,reply <*> is <*>,"['siape.veta.naver.com.edgekey.net', '<CNAME>']",2022/01/20 23:54:42
36,dnsmasq[3326],reply e6030.a.akamaiedge.net is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['e6030.a.akamaiedge.net', 'NODATA-IPv6']",2022/01/20 23:54:42
37,dnsmasq[3326],reply tivan.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['tivan.naver.com', '<CNAME>']",2022/01/20 23:54:42
38,dnsmasq[3326],reply tivan.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['tivan.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:42
39,dnsmasq[3326],reply eus-tivan.naver.com.akadns.net is 203.104.164.27,a1c209ec,reply <*> is <*>,"['eus-tivan.naver.com.akadns.net', '203.104.164.27']",2022/01/20 23:54:42
40,dnsmasq[3326],reply tivan.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['tivan.naver.com', '<CNAME>']",2022/01/20 23:54:43
41,dnsmasq[3326],reply tivan.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['tivan.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:43
42,dnsmasq[3326],reply eus-tivan.naver.com.akadns.net is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['eus-tivan.naver.com.akadns.net', 'NODATA-IPv6']",2022/01/20 23:54:43
43,dnsmasq[3326],reply static-whale.pstatic.net is <CNAME>,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net', '<CNAME>']",2022/01/20 23:54:43
44,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', 'NODATA-IPv6']",2022/01/20 23:54:43
45,dnsmasq[3326],query[A] static-whale.pstatic.net.static.gscdn.net from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['static-whale.pstatic.net.static.gscdn.net', '192.168.230.4']",2022/01/20 23:54:43
46,dnsmasq[3326],forwarded static-whale.pstatic.net.static.gscdn.net to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['static-whale.pstatic.net.static.gscdn.net', '8.8.8.8']",2022/01/20 23:54:43
47,dnsmasq[3326],reply static-whale.pstatic.net is <CNAME>,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net', '<CNAME>']",2022/01/20 23:54:43
48,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 183.111.26.20,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '183.111.26.20']",2022/01/20 23:54:43
49,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 211.216.46.13,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '211.216.46.13']",2022/01/20 23:54:43
50,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 101.79.137.172,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '101.79.137.172']",2022/01/20 23:54:43
51,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 101.79.137.173,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '101.79.137.173']",2022/01/20 23:54:43
52,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 183.111.26.27,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '183.111.26.27']",2022/01/20 23:54:43
53,dnsmasq[3326],reply static-whale.pstatic.net.static.gscdn.net is 211.216.46.32,a1c209ec,reply <*> is <*>,"['static-whale.pstatic.net.static.gscdn.net', '211.216.46.32']",2022/01/20 23:54:43
54,dnsmasq[3326],query[A] l.www.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['l.www.naver.com', '192.168.230.4']",2022/01/20 23:54:45
55,dnsmasq[3326],forwarded l.www.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['l.www.naver.com', '8.8.8.8']",2022/01/20 23:54:45
56,dnsmasq[3326],query[AAAA] l.www.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['l.www.naver.com', '192.168.230.4']",2022/01/20 23:54:45
57,dnsmasq[3326],forwarded l.www.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['l.www.naver.com', '8.8.8.8']",2022/01/20 23:54:45
58,dnsmasq[3326],query[A] cologger.shopping.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['cologger.shopping.naver.com', '192.168.230.4']",2022/01/20 23:54:45
59,dnsmasq[3326],forwarded cologger.shopping.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['cologger.shopping.naver.com', '8.8.8.8']",2022/01/20 23:54:45
60,dnsmasq[3326],query[AAAA] cologger.shopping.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['cologger.shopping.naver.com', '192.168.230.4']",2022/01/20 23:54:45
61,dnsmasq[3326],forwarded cologger.shopping.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['cologger.shopping.naver.com', '8.8.8.8']",2022/01/20 23:54:45
62,dnsmasq[3326],query[A] gfp.veta.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['gfp.veta.naver.com', '192.168.230.4']",2022/01/20 23:54:45
63,dnsmasq[3326],forwarded gfp.veta.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['gfp.veta.naver.com', '8.8.8.8']",2022/01/20 23:54:45
64,dnsmasq[3326],query[AAAA] gfp.veta.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['gfp.veta.naver.com', '192.168.230.4']",2022/01/20 23:54:45
65,dnsmasq[3326],forwarded gfp.veta.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['gfp.veta.naver.com', '8.8.8.8']",2022/01/20 23:54:45
66,dnsmasq[3326],reply l.www.naver.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['l.www.naver.com', 'NODATA-IPv6']",2022/01/20 23:54:45
67,dnsmasq[3326],reply gfp.veta.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['gfp.veta.naver.com', '<CNAME>']",2022/01/20 23:54:45
68,dnsmasq[3326],reply gfp.veta.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['gfp.veta.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:45
69,dnsmasq[3326],reply use1-gfp.veta.naver.com.akadns.net is 110.234.246.33,a1c209ec,reply <*> is <*>,"['use1-gfp.veta.naver.com.akadns.net', '110.234.246.33']",2022/01/20 23:54:45
70,dnsmasq[3326],query[A] lcs.naver.com from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['lcs.naver.com', '192.168.230.4']",2022/01/20 23:54:45
71,dnsmasq[3326],forwarded lcs.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['lcs.naver.com', '8.8.8.8']",2022/01/20 23:54:45
72,dnsmasq[3326],query[AAAA] lcs.naver.com from 192.168.230.4,1c20f0f3,query[AAAA] <*> from <*>,"['lcs.naver.com', '192.168.230.4']",2022/01/20 23:54:45
73,dnsmasq[3326],forwarded lcs.naver.com to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['lcs.naver.com', '8.8.8.8']",2022/01/20 23:54:45
74,dnsmasq[3326],reply gfp.veta.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['gfp.veta.naver.com', '<CNAME>']",2022/01/20 23:54:45
75,dnsmasq[3326],reply gfp.veta.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['gfp.veta.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:45
76,dnsmasq[3326],reply use1-gfp.veta.naver.com.akadns.net is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['use1-gfp.veta.naver.com.akadns.net', 'NODATA-IPv6']",2022/01/20 23:54:45
77,dnsmasq[3326],reply lcs.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['lcs.naver.com', '<CNAME>']",2022/01/20 23:54:45
78,dnsmasq[3326],reply lcs.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['lcs.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:45
79,dnsmasq[3326],reply de-lcs.naver.com.akadns.net is 203.104.163.21,a1c209ec,reply <*> is <*>,"['de-lcs.naver.com.akadns.net', '203.104.163.21']",2022/01/20 23:54:45
80,dnsmasq[3326],reply lcs.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['lcs.naver.com', '<CNAME>']",2022/01/20 23:54:45
81,dnsmasq[3326],reply lcs.naver.com.akadns.net is <CNAME>,a1c209ec,reply <*> is <*>,"['lcs.naver.com.akadns.net', '<CNAME>']",2022/01/20 23:54:45
82,dnsmasq[3326],reply de-lcs.naver.com.akadns.net is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['de-lcs.naver.com.akadns.net', 'NODATA-IPv6']",2022/01/20 23:54:45
83,dnsmasq[3326],reply l.www.naver.com is 223.130.200.103,a1c209ec,reply <*> is <*>,"['l.www.naver.com', '223.130.200.103']",2022/01/20 23:54:45
84,dnsmasq[3326],reply l.www.naver.com is 223.130.193.11,a1c209ec,reply <*> is <*>,"['l.www.naver.com', '223.130.193.11']",2022/01/20 23:54:45
85,dnsmasq[3326],reply l.www.naver.com is 223.130.200.97,a1c209ec,reply <*> is <*>,"['l.www.naver.com', '223.130.200.97']",2022/01/20 23:54:45
86,dnsmasq[3326],reply l.www.naver.com is 223.130.195.208,a1c209ec,reply <*> is <*>,"['l.www.naver.com', '223.130.195.208']",2022/01/20 23:54:45
87,dnsmasq[3326],reply cologger.shopping.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['cologger.shopping.naver.com', '<CNAME>']",2022/01/20 23:54:45
88,dnsmasq[3326],reply cologger.shopping.naver.com.nheos.com is 210.89.168.50,a1c209ec,reply <*> is <*>,"['cologger.shopping.naver.com.nheos.com', '210.89.168.50']",2022/01/20 23:54:45
89,dnsmasq[3326],reply cologger.shopping.naver.com.nheos.com is 210.89.168.79,a1c209ec,reply <*> is <*>,"['cologger.shopping.naver.com.nheos.com', '210.89.168.79']",2022/01/20 23:54:45
90,dnsmasq[3326],reply cologger.shopping.naver.com is <CNAME>,a1c209ec,reply <*> is <*>,"['cologger.shopping.naver.com', '<CNAME>']",2022/01/20 23:54:46
91,dnsmasq[3326],reply cologger.shopping.naver.com.nheos.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['cologger.shopping.naver.com.nheos.com', 'NODATA-IPv6']",2022/01/20 23:54:46
92,dnsmasq[3326],query[A] 3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.4']",2022/01/20 23:54:53
93,dnsmasq[3326],forwarded 3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.230.122,bef4b736,forwarded <*> to <*>,"['3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.122']",2022/01/20 23:54:53
94,dnsmasq[3326],reply 3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.578-.OjoTX9HWGKG0LS/uhysdJIuvaXr/vDHt3Q-.uvimQcdJoL2yEGArVq2kfPnAOWBS8iZ/7V-.xx7oxebI73t9QNIk3LtjNkjFGC5Me6bt4T-./bJFozvaT7nw2oCThEYHguATIZNXG2m7Pp-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/20 23:54:53
95,dnsmasq[3326],query[A] 3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.4']",2022/01/20 23:55:14
96,dnsmasq[3326],forwarded 3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.230.122,bef4b736,forwarded <*> to <*>,"['3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.122']",2022/01/20 23:55:14
97,dnsmasq[3326],reply 3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.579-.6KKxFBcFR3aQDm/4mhaM/hc*fhf/yWz71L-.ca*cqHwgZC9yUCkPNvPVMmD8Gy/ekW/n4t-.0/RYwfXE/Z4Q3kgr1luyVAnpFQG4ufyCyn-.euKjwo3CpWdLvVnUjnu9/Od7GrwQBOARoF-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/20 23:55:14
98,dnsmasq[3326],query[A] e6410.d.akamaiedge.net from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['e6410.d.akamaiedge.net', '192.168.230.4']",2022/01/20 23:55:15
99,dnsmasq[3326],forwarded e6410.d.akamaiedge.net to 8.8.8.8,bef4b736,forwarded <*> to <*>,"['e6410.d.akamaiedge.net', '8.8.8.8']",2022/01/20 23:55:15
100,dnsmasq[3326],reply e6410.d.akamaiedge.net is 23.47.212.207,a1c209ec,reply <*> is <*>,"['e6410.d.akamaiedge.net', '23.47.212.207']",2022/01/20 23:55:15
101,dnsmasq[3326],query[A] 3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.4']",2022/01/20 23:55:34
102,dnsmasq[3326],forwarded 3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.230.122,bef4b736,forwarded <*> to <*>,"['3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.122']",2022/01/20 23:55:34
103,dnsmasq[3326],reply 3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.580-.LcNLCN5TqxOYbRkKCaIkCV8bZA9EAtxu2p-.JxVaaSd4g*4wuNlJ1DsIEp62*Ckk8P3Qxh-.oL3AK04IfFPLCCJRU8/Ur9AlxYsYpqqiMC-.EzEqgQkd4nYMitrbEJwIMMvcewzBbHNflT-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/20 23:55:34
104,dnsmasq[3326],query[A] 3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info from 192.168.230.4,40f8343b,query[A] <*> from <*>,"['3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.4']",2022/01/20 23:55:48
105,dnsmasq[3326],forwarded 3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info to 192.168.230.122,bef4b736,forwarded <*> to <*>,"['3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '192.168.230.122']",2022/01/20 23:55:48
106,dnsmasq[3326],reply 3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.581-.KkmasAj7yCAmTuU7pur*02bbChUqNjtazS-.oX8gdrjfIrgVEzJLg0lNt*xbJQZBLHy*A6-.l05wjCVscPWoos2Dex/9tYdWSH9QguMLSq-.Rrdftd0FwiWsXj3i/ny1hG4Z0VmOp4Ic5g-.customers_2017.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/20 23:55:48
