LineId,Type,Timestamp,pid,uid,auid,ses,msg,acct,exe,hostname,addr,terminal,res,old-auid,tty,old-ses,comm,apparmor,operation,profile,name,arch,syscall,success,exit,a0,a1,a2,a3,items,ppid,gid,euid,suid,fsuid,egid,sgid,fsgid,key,proctitle
18,USER_START,2022-01-21 02:17:02,7159,0,0,38,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CRED_DISP,2022-01-21 02:17:02,7159,0,0,38,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,USER_END,2022-01-21 02:17:02,7159,0,0,38,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USER_ACCT,2022-01-21 03:17:02,9818,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CRED_ACQ,2022-01-21 03:17:02,9818,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LOGIN,2022-01-21 03:17:02,9818,0,0,39,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
24,USER_START,2022-01-21 03:17:02,9818,0,0,39,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CRED_DISP,2022-01-21 03:17:02,9818,0,0,39,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USER_END,2022-01-21 03:17:02,9818,0,0,39,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,USER_ACCT,2022-01-21 04:17:02,12485,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CRED_ACQ,2022-01-21 04:17:02,12485,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,LOGIN,2022-01-21 04:17:02,12485,0,0,40,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
30,USER_START,2022-01-21 04:17:02,12485,0,0,40,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CRED_DISP,2022-01-21 04:17:02,12485,0,0,40,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,USER_END,2022-01-21 04:17:02,12485,0,0,40,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,USER_ACCT,2022-01-21 05:17:02,15177,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CRED_ACQ,2022-01-21 05:17:02,15177,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,LOGIN,2022-01-21 05:17:02,15177,0,0,41,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
36,USER_START,2022-01-21 05:17:02,15177,0,0,41,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CRED_DISP,2022-01-21 05:17:02,15177,0,0,41,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,USER_END,2022-01-21 05:17:02,15177,0,0,41,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,USER_ACCT,2022-01-21 06:17:01,27650,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CRED_ACQ,2022-01-21 06:17:01,27650,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LOGIN,2022-01-21 06:17:01,27650,0,0,42,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
42,USER_START,2022-01-21 06:17:01,27650,0,0,42,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CRED_DISP,2022-01-21 06:17:01,27650,0,0,42,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,USER_END,2022-01-21 06:17:01,27650,0,0,42,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,AVC,2022-01-21 06:17:32,30310,,,,,,,,,,,,,,"""apparmor_parser""","""STATUS""","""profile_replace""","""unconfined""","""/sbin/dhclient""",,,,,,,,,,,,,,,,,,,
46,SYSCALL,2022-01-21 06:17:32,30310,0,4294967295,4294967295,,,"""/sbin/apparmor_parser""",,,,,,pts0,,"""apparmor_parser""",,,,,c000003e,1,yes,44953,6,5604b3ee61d0,af99,0,0,30309,0,0,0,0,0,0,0,(null),
47,PROCTITLE,2022-01-21 06:17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74
48,AVC,2022-01-21 06:17:32,30310,,,,,,,,,,,,,,"""apparmor_parser""","""STATUS""","""profile_replace""","""unconfined""","""/usr/lib/NetworkManager/nm-dhcp-client.action""",,,,,,,,,,,,,,,,,,,
49,SYSCALL,2022-01-21 06:17:32,30310,0,4294967295,4294967295,,,"""/sbin/apparmor_parser""",,,,,,pts0,,"""apparmor_parser""",,,,,c000003e,1,yes,24993,6,5604b3ea3550,61a1,0,0,30309,0,0,0,0,0,0,0,(null),
50,PROCTITLE,2022-01-21 06:17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74
51,AVC,2022-01-21 06:17:32,30310,,,,,,,,,,,,,,"""apparmor_parser""","""STATUS""","""profile_replace""","""unconfined""","""/usr/lib/NetworkManager/nm-dhcp-helper""",,,,,,,,,,,,,,,,,,,
52,SYSCALL,2022-01-21 06:17:32,30310,0,4294967295,4294967295,,,"""/sbin/apparmor_parser""",,,,,,pts0,,"""apparmor_parser""",,,,,c000003e,1,yes,25025,6,5604b3ea3550,61c1,0,0,30309,0,0,0,0,0,0,0,(null),
53,PROCTITLE,2022-01-21 06:17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74
54,AVC,2022-01-21 06:17:32,30310,,,,,,,,,,,,,,"""apparmor_parser""","""STATUS""","""profile_replace""","""unconfined""","""/usr/lib/connman/scripts/dhclient-script""",,,,,,,,,,,,,,,,,,,
55,SYSCALL,2022-01-21 06:17:32,30310,0,4294967295,4294967295,,,"""/sbin/apparmor_parser""",,,,,,pts0,,"""apparmor_parser""",,,,,c000003e,1,yes,23625,6,5604b3da7e80,5c49,0,0,30309,0,0,0,0,0,0,0,(null),
56,PROCTITLE,2022-01-21 06:17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74
57,SERVICE_START,2022-01-21 06:19:58,1,0,4294967295,4294967295,unit=apport,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
58,SERVICE_STOP,2022-01-21 06:19:58,1,0,4294967295,4294967295,unit=apport,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
59,SERVICE_START,2022-01-21 06:20:01,1,0,4294967295,4294967295,unit=apport,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
60,SERVICE_START,2022-01-21 06:20:32,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
61,SERVICE_STOP,2022-01-21 06:20:32,1,0,4294967295,4294967295,unit=motd-news,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
62,SERVICE_START,2022-01-21 06:20:38,1,0,4294967295,4294967295,unit=systemd-udevd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
63,SERVICE_STOP,2022-01-21 06:20:38,1,0,4294967295,4294967295,unit=systemd-udevd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
64,SERVICE_START,2022-01-21 06:20:38,1,0,4294967295,4294967295,unit=systemd-udevd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
65,SERVICE_START,2022-01-21 06:21:02,1,0,4294967295,4294967295,unit=ssh,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
66,SERVICE_STOP,2022-01-21 06:21:02,1,0,4294967295,4294967295,unit=ssh,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
67,SERVICE_START,2022-01-21 06:21:02,1,0,4294967295,4294967295,unit=ssh,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
68,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-networkd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
69,SERVICE_STOP,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-networkd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
70,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-networkd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
71,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-resolved,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
72,SERVICE_STOP,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-resolved,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
73,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-hostnamed,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
74,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-resolved,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
75,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-timesyncd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
76,SERVICE_STOP,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-timesyncd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
77,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-timesyncd,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
78,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journal-flush,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
79,SERVICE_STOP,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journal-flush,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
80,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journald,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
81,SERVICE_STOP,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journald,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
82,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journald,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
83,SERVICE_START,2022-01-21 06:21:15,1,0,4294967295,4294967295,unit=systemd-journal-flush,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
84,SERVICE_START,2022-01-21 06:21:32,1,0,4294967295,4294967295,unit=grub-common,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
85,SERVICE_STOP,2022-01-21 06:21:32,1,0,4294967295,4294967295,unit=grub-common,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
86,SERVICE_START,2022-01-21 06:21:34,1,0,4294967295,4294967295,unit=grub-common,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
87,SERVICE_START,2022-01-21 06:21:45,1,0,4294967295,4294967295,unit=systemd-hostnamed,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
88,SERVICE_STOP,2022-01-21 06:21:45,1,0,4294967295,4294967295,unit=systemd-hostnamed,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
89,SERVICE_START,2022-01-21 06:23:01,1,0,4294967295,4294967295,unit=apt-daily-upgrade,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
90,SERVICE_STOP,2022-01-21 06:23:01,1,0,4294967295,4294967295,unit=apt-daily-upgrade,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
91,SERVICE_START,2022-01-21 06:23:02,1,0,4294967295,4294967295,unit=apt-daily,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
92,SERVICE_STOP,2022-01-21 06:23:02,1,0,4294967295,4294967295,unit=apt-daily,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
93,USER_ACCT,2022-01-21 06:25:01,22757,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,CRED_ACQ,2022-01-21 06:25:01,22757,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,LOGIN,2022-01-21 06:25:01,22757,0,0,43,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
96,USER_START,2022-01-21 06:25:01,22757,0,0,43,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,CRED_DISP,2022-01-21 06:26:29,22757,0,0,43,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,USER_END,2022-01-21 06:26:29,22757,0,0,43,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,USER_ACCT,2022-01-21 07:07:02,24815,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CRED_ACQ,2022-01-21 07:07:02,24815,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,LOGIN,2022-01-21 07:07:02,24815,0,0,44,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
102,USER_START,2022-01-21 07:07:02,24815,0,0,44,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CRED_DISP,2022-01-21 07:07:02,24815,0,0,44,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,USER_END,2022-01-21 07:07:02,24815,0,0,44,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,USER_ACCT,2022-01-21 07:17:02,25250,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CRED_ACQ,2022-01-21 07:17:02,25250,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,LOGIN,2022-01-21 07:17:02,25250,0,0,45,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
108,USER_START,2022-01-21 07:17:02,25250,0,0,45,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,CRED_DISP,2022-01-21 07:17:02,25250,0,0,45,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,USER_END,2022-01-21 07:17:02,25250,0,0,45,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,USER_ACCT,2022-01-21 08:17:02,27947,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,CRED_ACQ,2022-01-21 08:17:02,27947,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,LOGIN,2022-01-21 08:17:02,27947,0,0,46,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
114,USER_START,2022-01-21 08:17:02,27947,0,0,46,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,CRED_DISP,2022-01-21 08:17:02,27947,0,0,46,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,USER_END,2022-01-21 08:17:02,27947,0,0,46,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,USER_ACCT,2022-01-21 09:17:02,30581,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,CRED_ACQ,2022-01-21 09:17:02,30581,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,LOGIN,2022-01-21 09:17:02,30581,0,0,47,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
120,USER_START,2022-01-21 09:17:02,30581,0,0,47,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CRED_DISP,2022-01-21 09:17:02,30581,0,0,47,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,USER_END,2022-01-21 09:17:02,30581,0,0,47,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,USER_ACCT,2022-01-21 10:17:01,817,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,CRED_ACQ,2022-01-21 10:17:01,817,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,LOGIN,2022-01-21 10:17:01,817,0,0,48,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
126,USER_START,2022-01-21 10:17:01,817,0,0,48,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,CRED_DISP,2022-01-21 10:17:01,817,0,0,48,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,USER_END,2022-01-21 10:17:01,817,0,0,48,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,USER_ACCT,2022-01-21 11:17:01,3533,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,CRED_ACQ,2022-01-21 11:17:01,3533,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,LOGIN,2022-01-21 11:17:01,3533,0,0,49,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
132,USER_START,2022-01-21 11:17:01,3533,0,0,49,op=PAM:session_open,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,CRED_DISP,2022-01-21 11:17:01,3533,0,0,49,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,USER_END,2022-01-21 11:17:01,3533,0,0,49,op=PAM:session_close,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,SERVICE_START,2022-01-21 11:28:31,1,0,4294967295,4294967295,unit=systemd-tmpfiles-clean,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
136,SERVICE_STOP,2022-01-21 11:28:31,1,0,4294967295,4294967295,unit=systemd-tmpfiles-clean,,"""/lib/systemd/systemd""",?,?,?,success,,,,"""systemd""",,,,,,,,,,,,,,,,,,,,,,,
137,USER_ACCT,2022-01-21 12:17:01,6338,0,4294967295,4294967295,op=PAM:accounting,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,CRED_ACQ,2022-01-21 12:17:01,6338,0,4294967295,4294967295,op=PAM:setcred,root,"""/usr/sbin/cron""",?,?,cron,success,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,LOGIN,2022-01-21 12:17:01,6338,0,0,50,,,,,,,1,4294967295,(none),4294967295,,,,,,,,,,,,,,,,,,,,,,,,
