LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
35,LOGIN,(1642742221.995:183),pid=15177 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=41 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=15177', 'ses=41']"
36,USER_START,(1642742221.995:184),"pid=15177 uid=0 auid=0 ses=41 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=15177', 'auid=0', ""ses=41 msg='op=PAM:session_open""]"
37,CRED_DISP,(1642742222.003:185),"pid=15177 uid=0 auid=0 ses=41 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=15177', 'auid=0', ""ses=41 msg='op=PAM:setcred""]"
38,USER_END,(1642742222.003:186),"pid=15177 uid=0 auid=0 ses=41 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=15177', 'auid=0', ""ses=41 msg='op=PAM:session_close""]"
39,USER_ACCT,(1642745821.095:187),"pid=27650 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27650', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
40,CRED_ACQ,(1642745821.095:188),"pid=27650 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27650', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
41,LOGIN,(1642745821.099:189),pid=27650 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=42 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=27650', 'ses=42']"
42,USER_START,(1642745821.099:190),"pid=27650 uid=0 auid=0 ses=42 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27650', 'auid=0', ""ses=42 msg='op=PAM:session_open""]"
43,CRED_DISP,(1642745821.103:191),"pid=27650 uid=0 auid=0 ses=42 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27650', 'auid=0', ""ses=42 msg='op=PAM:setcred""]"
44,USER_END,(1642745821.103:192),"pid=27650 uid=0 auid=0 ses=42 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27650', 'auid=0', ""ses=42 msg='op=PAM:session_close""]"
45,AVC,(1642745852.059:193),"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" name=""/sbin/dhclient"" pid=30310 comm=""apparmor_parser""",bcdeab80,"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" <*> pid=30310 comm=""apparmor_parser""","['name=""/sbin/dhclient""']"
46,SYSCALL,(1642745852.059:193),"arch=c000003e syscall=1 success=yes exit=44953 a0=6 a1=5604b3ee61d0 a2=af99 a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)",d8cf2379,"arch=c000003e syscall=1 success=yes <*> a0=6 <*> <*> a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)","['exit=44953', 'a1=5604b3ee61d0 a2=af99']"
47,PROCTITLE,(1642745852.059:193),proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,0c9c36e2,proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,[]
48,AVC,(1642745852.063:194),"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-client.action"" pid=30310 comm=""apparmor_parser""",bcdeab80,"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" <*> pid=30310 comm=""apparmor_parser""","['name=""/usr/lib/NetworkManager/nm-dhcp-client.action""']"
49,SYSCALL,(1642745852.063:194),"arch=c000003e syscall=1 success=yes exit=24993 a0=6 a1=5604b3ea3550 a2=61a1 a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)",d8cf2379,"arch=c000003e syscall=1 success=yes <*> a0=6 <*> <*> a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)","['exit=24993', 'a1=5604b3ea3550 a2=61a1']"
50,PROCTITLE,(1642745852.063:194),proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,0c9c36e2,proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,[]
51,AVC,(1642745852.063:195),"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-helper"" pid=30310 comm=""apparmor_parser""",bcdeab80,"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" <*> pid=30310 comm=""apparmor_parser""","['name=""/usr/lib/NetworkManager/nm-dhcp-helper""']"
52,SYSCALL,(1642745852.063:195),"arch=c000003e syscall=1 success=yes exit=25025 a0=6 a1=5604b3ea3550 a2=61c1 a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)",d8cf2379,"arch=c000003e syscall=1 success=yes <*> a0=6 <*> <*> a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)","['exit=25025', 'a1=5604b3ea3550 a2=61c1']"
53,PROCTITLE,(1642745852.063:195),proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,0c9c36e2,proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,[]
54,AVC,(1642745852.067:196),"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=30310 comm=""apparmor_parser""",bcdeab80,"apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" <*> pid=30310 comm=""apparmor_parser""","['name=""/usr/lib/connman/scripts/dhclient-script""']"
55,SYSCALL,(1642745852.067:196),"arch=c000003e syscall=1 success=yes exit=23625 a0=6 a1=5604b3da7e80 a2=5c49 a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)",d8cf2379,"arch=c000003e syscall=1 success=yes <*> a0=6 <*> <*> a3=0 items=0 ppid=30309 pid=30310 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=4294967295 comm=""apparmor_parser"" exe=""/sbin/apparmor_parser"" key=(null)","['exit=23625', 'a1=5604b3da7e80 a2=5c49']"
56,PROCTITLE,(1642745852.067:196),proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,0c9c36e2,proctitle=61707061726D6F725F706172736572002D72002D54002D57002F6574632F61707061726D6F722E642F7362696E2E6468636C69656E74,[]
57,SERVICE_START,(1642745997.759:197),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apport comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=apport""]"
58,SERVICE_STOP,(1642745997.759:198),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apport comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=apport""]"
59,SERVICE_START,(1642746000.656:199),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apport comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=apport""]"
60,SERVICE_START,(1642746031.652:200),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=motd-news comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=motd-news""]"
61,SERVICE_STOP,(1642746031.652:201),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=motd-news comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=motd-news""]"
62,SERVICE_START,(1642746038.440:202),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-udevd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=systemd-udevd""]"
63,SERVICE_STOP,(1642746038.440:203),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-udevd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=systemd-udevd""]"
64,SERVICE_START,(1642746038.500:204),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-udevd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=systemd-udevd""]"
65,SERVICE_START,(1642746061.536:205),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ssh comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=ssh""]"
66,SERVICE_STOP,(1642746061.536:206),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ssh comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=ssh""]"
67,SERVICE_START,(1642746061.632:207),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ssh comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=ssh""]"
68,SERVICE_START,(1642746074.596:208),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-networkd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",fc005a8a,"pid=1 uid=0 auid=4294967295 ses=4294967295 <*> comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'","[""msg='unit=systemd-networkd""]"
