LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
11,LOGIN,(1642997341.543:2214),pid=27853 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=307 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=27853', 'ses=307']"
12,USER_START,(1642997341.547:2215),"pid=27853 uid=0 auid=0 ses=307 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27853', 'auid=0', ""ses=307 msg='op=PAM:session_open""]"
13,CRED_DISP,(1642997341.559:2216),"pid=27853 uid=0 auid=0 ses=307 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27853', 'auid=0', ""ses=307 msg='op=PAM:setcred""]"
14,USER_END,(1642997341.559:2217),"pid=27853 uid=0 auid=0 ses=307 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27853', 'auid=0', ""ses=307 msg='op=PAM:session_close""]"
15,SERVICE_START,(1642997353.431:2218),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b295a08b,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",[]
16,SERVICE_STOP,(1642997353.431:2219),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b295a08b,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",[]
17,USER_ACCT,(1642997821.574:2220),"pid=27933 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27933', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
18,CRED_ACQ,(1642997821.574:2221),"pid=27933 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27933', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
19,LOGIN,(1642997821.578:2222),pid=27933 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=308 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=27933', 'ses=308']"
20,USER_START,(1642997821.582:2223),"pid=27933 uid=0 auid=0 ses=308 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27933', 'auid=0', ""ses=308 msg='op=PAM:session_open""]"
21,CRED_DISP,(1642997821.590:2224),"pid=27933 uid=0 auid=0 ses=308 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27933', 'auid=0', ""ses=308 msg='op=PAM:setcred""]"
22,USER_END,(1642997821.590:2225),"pid=27933 uid=0 auid=0 ses=308 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=27933', 'auid=0', ""ses=308 msg='op=PAM:session_close""]"
